customer_item_name,ship_to_site_name,ship_from_site_name,state,exception_status,sum_Order_Qty,sum_Open_Qty,sum_Order Amount,sum_Open_Order_Amt,need_by_date,email
100018736,1032,1000738,Open,Delayed,1,1,147.35,147.35,"Monday, December 9, 2019",shimha.ganta@jda.com
100018736,1000,1000738,Open,Delayed,1,1,147.35,147.35,"Wednesday, February 5, 2020",king.lot@jda.com
100018737,1000,1000738,Open,Delayed,1,1,147.35,147.35,"Monday, December 9, 2019",what.even@jda.com
100018737,1000,1000738,Open,Delayed,1,1,147.35,147.35,"Wednesday, February 5, 2020",dinesh.ganta@jda.com
100018738,1000,1000738,Open,Delayed,1,1,87.72,87.72,"Monday, December 9, 2019",jam.adm@jda.com
100018738,1000,1000738,Open,Delayed,1,1,83.59,83.59,"Wednesday, February 5, 2020",adam.jill@jda.com
100018739,1000,1000738,Open,On Time,1,1,111.09,111.09,"Thursday, January 2, 2020",dinesh.venkata@jda.com
100018739,1000,1000738,Open,On Time,1,1,116.94,116.94,"Wednesday, February 5, 2020",shimha.ganta@jda.com
100018801,1000,1000738,Open,On Time,1,1,117.69,117.69,"Thursday, January 2, 2020",king.lot@jda.com
100018801,1000,1000738,Open,On Time,1,1,117.69,117.69,"Wednesday, February 5, 2020",what.even@jda.com
100018802,1000,1000738,Open,On Time,1,1,127.67,127.67,"Thursday, January 2, 2020",dinesh.ganta@jda.com
100018802,1000,1000738,Open,On Time,1,1,127.67,127.67,"Wednesday, February 5, 2020",jam.adm@jda.com
100018803,1000,1000738,Open,On Time,1,1,117.69,117.69,"Thursday, January 2, 2020",adam.jill@jda.com
100018803,1000,1000738,Open,On Time,1,1,117.69,117.69,"Monday, February 17, 2020",dinesh.venkata@jda.com
100018804,1000,1000738,Open,On Time,1,1,236.81,236.81,"Friday, August 30, 2019",shimha.ganta@jda.com
1000192,1000,1000738,Confirmed,On Time,1,1,433.41,433.41,"Monday, November 4, 2019",king.lot@jda.com
1000196,1000,1000738,Confirmed,On Time,1,1,80.24,80.24,"Tuesday, January 21, 2020",what.even@jda.com
100020405,1000,1000738,Confirmed,On Time,1,1,749.65,749.65,"Thursday, February 20, 2020",dinesh.ganta@jda.com
100022272,1000,1000738,Confirmed,On Time,1,1,48.9,48.9,"Monday, March 2, 2020",jam.adm@jda.com
100024291,1000,1000738,Confirmed,On Time,1,1,299.36,299.36,"Friday, September 6, 2019",adam.jill@jda.com
100024291,1000,1000738,Confirmed,On Time,1,1,315.53,315.53,"Monday, March 2, 2020",dinesh.venkata@jda.com
100024293,1000,1000738,Confirmed,On Time,1,1,494.86,494.86,"Friday, November 29, 2019",shimha.ganta@jda.com
1000246,2004,1000738,Confirmed,On Time,1,1,204.32,204.32,"Friday, November 22, 2019",king.lot@jda.com
1000258,2008,1000738,Confirmed,On Time,1,1,79.12,79.12,"Thursday, December 19, 2019",what.even@jda.com
1000258,2012,1000738,Confirmed,On Time,1,1,83.39,83.39,"Tuesday, February 4, 2020",dinesh.ganta@jda.com
1000258,2016,1000738,Confirmed,On Time,1,1,83.39,83.39,"Thursday, February 13, 2020",jam.adm@jda.com
100026445,2020,1000738,Confirmed,On Time,1,1,461.98,461.98,"Friday, January 3, 2020",adam.jill@jda.com
1000284,2024,1000738,Confirmed,On Time,1,1,18.85,18.85,"Tuesday, August 6, 2019",dinesh.venkata@jda.com
1000284,2028,1000738,Confirmed,Delayed,1,1,18.85,18.85,"Wednesday, August 28, 2019",shimha.ganta@jda.com
1000284,2032,1000738,Confirmed,Delayed,1,1,18.85,18.85,"Friday, September 6, 2019",king.lot@jda.com
1000284,2036,1000738,Confirmed,Delayed,1,1,18.85,18.85,"Friday, October 11, 2019",what.even@jda.com
1000284,2040,1000738,Confirmed,Delayed,1,1,18.85,18.85,"Wednesday, November 27, 2019",dinesh.ganta@jda.com
1000284,2044,1000738,Confirmed,Delayed,1,1,19.87,19.87,"Monday, January 6, 2020",jam.adm@jda.com
1000284,2048,1000738,Confirmed,Delayed,1,1,19.87,19.87,"Monday, February 17, 2020",adam.jill@jda.com
1000284,2052,1000738,Confirmed,Delayed,1,1,19.87,19.87,"Friday, February 21, 2020",dinesh.venkata@jda.com
1000305,2056,1000738,Confirmed,Delayed,1,1,695.13,695.13,"Wednesday, October 23, 2019",shimha.ganta@jda.com
1000308,2060,1000738,Confirmed,Delayed,1,1,959.9,959.9,"Friday, August 16, 2019",king.lot@jda.com
1000308,2064,1000738,Confirmed,Delayed,1,1,959.9,959.9,"Friday, August 23, 2019",what.even@jda.com
100032532,2068,1000738,Confirmed,Delayed,1,1,567.27,567.27,"Wednesday, November 27, 2019",dinesh.ganta@jda.com
100032539,2072,1000738,Open,Delayed,1,1,108.02,108.02,"Friday, December 20, 2019",jam.adm@jda.com
1000353,2076,1000738,Open,Delayed,1,1,15.05,15.05,"Wednesday, October 9, 2019",adam.jill@jda.com
1000353,2080,1000738,Open,Delayed,1,1,15.05,15.05,"Tuesday, January 7, 2020",dinesh.venkata@jda.com
1000360,2084,1000738,Open,Delayed,1,1,7.46,7.46,"Friday, August 23, 2019",shimha.ganta@jda.com
1000361,2088,1000738,Open,Delayed,1,1,6.99,6.99,"Friday, August 23, 2019",king.lot@jda.com
1000361,2092,1000738,Open,Delayed,1,1,7.37,7.37,"Monday, January 20, 2020",what.even@jda.com
100036297,2096,1000738,Open,Delayed,1,1,439.7,439.7,"Thursday, December 19, 2019",dinesh.ganta@jda.com
1000363,2100,1000738,Open,Delayed,1,1,7.94,7.94,"Friday, February 14, 2020",jam.adm@jda.com
1000369,2104,1000738,Open,Delayed,1,1,5.39,5.39,"Wednesday, October 23, 2019",adam.jill@jda.com
100037380,2108,1000738,Open,Delayed,1,1,479.94,479.94,"Tuesday, August 6, 2019",dinesh.venkata@jda.com
100037380,2112,1000738,Open,Delayed,1,1,479.94,479.94,"Friday, January 24, 2020",shimha.ganta@jda.com
100037493,2116,1000738,Open,Delayed,1,1,2862.23,2862.23,"Friday, October 11, 2019",king.lot@jda.com
100037493,2120,1000738,Open,On Time,1,1,3016.79,3016.79,"Monday, March 2, 2020",dinesh.ganta@jda.com
100037494,2124,1000738,Open,On Time,1,1,2873.5,2873.5,"Monday, August 26, 2019",jam.adm@jda.com
100037494,2128,1000738,Open,On Time,1,1,2873.5,2873.5,"Friday, September 27, 2019",adam.jill@jda.com
100037767,2132,1000738,Open,On Time,1,1,81.94,81.94,"Wednesday, September 4, 2019",dinesh.venkata@jda.com
100037767,2136,1000738,Open,On Time,1,1,82.43,82.43,"Friday, March 6, 2020",shimha.ganta@jda.com
1000396,2140,1000738,Open,On Time,1,1,1.08,1.08,"Tuesday, December 17, 2019",king.lot@jda.com
100040736,2144,1000738,Open,On Time,1,1,59.42,59.42,"Thursday, October 24, 2019",what.even@jda.com
100040736,2148,1000738,Open,On Time,1,1,59.42,59.42,"Friday, November 8, 2019",dinesh.ganta@jda.com
100040736,1000,1000738,Open,On Time,1,1,59.42,59.42,"Monday, February 3, 2020",jam.adm@jda.com
100041775,1000,1000738,Open,On Time,1,1,75.18,75.18,"Friday, October 4, 2019",adam.jill@jda.com
100041780,1000,1000738,Open,On Time,1,1,552.14,552.14,"Thursday, October 24, 2019",dinesh.venkata@jda.com
1000424,1000,1000738,Open,On Time,1,1,60.98,60.98,"Friday, August 16, 2019",shimha.ganta@jda.com
100042743,1000,1000738,Open,Delayed,1,1,107.88,107.88,"Monday, January 27, 2020",king.lot@jda.com
100042771,1000,1000738,Open,Delayed,1,1,24.24,24.24,"Wednesday, February 12, 2020",what.even@jda.com
100047171,1000,1000738,Open,Delayed,1,1,581.29,581.29,"Tuesday, February 11, 2020",dinesh.ganta@jda.com
100048080,2030,1000738,Open,Delayed,1,1,734.02,734.02,"Friday, February 28, 2020",jam.adm@jda.com
100049634,2040,1000738,Open,Delayed,1,1,128.1,128.1,"Monday, August 5, 2019",adam.jill@jda.com
100049634,2050,1000738,Open,Delayed,1,1,128.1,128.1,"Friday, September 27, 2019",dinesh.venkata@jda.com
100049634,2060,1000738,Open,Delayed,1,1,128.1,128.1,"Friday, October 18, 2019",shimha.ganta@jda.com
100049634,2070,1000738,Open,Delayed,1,1,128.1,128.1,"Thursday, October 31, 2019",king.lot@jda.com
100049634,2080,1000738,Open,Delayed,1,1,135.02,135.02,"Friday, March 6, 2020",what.even@jda.com
1000536,2090,1000738,Open,Delayed,1,1,4.04,4.04,"Friday, November 15, 2019",dinesh.ganta@jda.com
1000542,2100,1000738,Open,Delayed,1,1,555.5,555.5,"Thursday, October 31, 2019",jam.adm@jda.com
100056517,2110,1000738,Open,Delayed,1,1,2.63,2.63,"Monday, October 21, 2019",adam.jill@jda.com
100056519,2120,1000738,Open,Delayed,1,1,9.98,9.98,"Monday, September 23, 2019",dinesh.venkata@jda.com
100056519,2130,1000738,Open,Delayed,1,1,9.98,9.98,"Monday, October 21, 2019",shimha.ganta@jda.com
100056521,2140,1000738,Open,Delayed,1,1,365.44,365.44,"Thursday, January 2, 2020",king.lot@jda.com
100056523,2150,1000738,Open,Delayed,1,1,396.68,396.68,"Thursday, October 3, 2019",what.even@jda.com
100056524,2160,1000738,Open,Delayed,1,1,257.43,257.43,"Friday, October 18, 2019",dinesh.ganta@jda.com
100056524,2170,1000738,Open,Delayed,1,1,257.43,257.43,"Monday, January 13, 2020",jam.adm@jda.com
100056613,2180,1000738,Open,Delayed,1,1,248.98,248.98,"Friday, August 9, 2019",adam.jill@jda.com
100056618,2190,1000738,Open,Delayed,1,1,94.48,94.48,"Thursday, December 26, 2019",dinesh.venkata@jda.com
100056632,2200,1000738,Open,Delayed,1,1,104.72,104.72,"Wednesday, August 21, 2019",shimha.ganta@jda.com
1000568,2210,1000738,Open,Delayed,1,1,597.82,597.82,"Monday, November 11, 2019",king.lot@jda.com
1000568,2220,1000738,Open,Delayed,1,1,597.82,597.82,"Thursday, December 12, 2019",what.even@jda.com
1000568,2230,1000738,Open,Delayed,1,1,597.82,597.82,"Monday, January 13, 2020",dinesh.ganta@jda.com
1000568,2240,1000738,Open,Delayed,1,1,597.82,597.82,"Wednesday, February 5, 2020",jam.adm@jda.com
1000568,2250,1000738,Open,Delayed,1,1,623.65,623.65,"Wednesday, February 26, 2020",adam.jill@jda.com
100058587,2260,1000738,Open,Delayed,1,1,793.59,793.59,"Wednesday, February 12, 2020",dinesh.venkata@jda.com
100058608,2270,1000738,Open,Delayed,1,1,10.88,10.88,"Monday, January 27, 2020",shimha.ganta@jda.com
1000599,2280,1000738,Open,Delayed,1,1,452.17,452.17,"Monday, November 11, 2019",king.lot@jda.com
1000599,2290,1000738,Open,Delayed,1,1,486.25,486.25,"Monday, January 13, 2020",what.even@jda.com
100060776,2300,1000738,Open,Delayed,1,1,3554.12,3554.12,"Monday, September 30, 2019",dinesh.ganta@jda.com
100061595,2310,1000738,Open,Delayed,1,1,156.52,156.52,"Tuesday, December 31, 2019",jam.adm@jda.com
100067841,2320,1000738,Open,Delayed,1,1,8664.72,8664.72,"Friday, October 18, 2019",adam.jill@jda.com
100067841,2330,1000738,Open,Delayed,1,1,8951.81,8951.81,"Friday, January 31, 2020",dinesh.venkata@jda.com
100068407,2340,1000738,Open,Delayed,1,1,255.11,255.11,"Wednesday, February 5, 2020",shimha.ganta@jda.com
100068411,2350,1000738,Open,Delayed,1,1,213.21,213.21,"Thursday, December 26, 2019",king.lot@jda.com
100072219,2360,1000738,Open,Delayed,1,1,60.63,60.63,"Thursday, September 26, 2019",dinesh.ganta@gmail.com
100072219,2370,1000738,Open,Delayed,1,1,60.63,60.63,"Monday, December 9, 2019",jam.adm@gmail.com
1000743,2380,1000738,Open,Delayed,1,1,9.8,9.8,"Wednesday, October 23, 2019",adam.jill@gmail.com
1000743,2390,1000738,Open,Delayed,1,1,11.11,11.11,"Wednesday, October 30, 2019",henry.venkata@gmail.com
1000743,2400,1000738,Open,Delayed,1,1,11.11,11.11,"Tuesday, November 19, 2019",ads.ganta@gmail.com
1000743,2410,1000738,Open,Delayed,1,1,10.33,10.33,"Thursday, January 16, 2020",king.lot@gmail.com
1000748,2420,1000738,Open,Delayed,1,1,52.35,52.35,"Friday, August 16, 2019",what.even@gmail.com
100077503,2430,1000738,Open,Delayed,1,1,434.87,434.87,"Tuesday, November 19, 2019",dinesh.ganta@gmail.com
100077503,2440,1000738,Open,Delayed,1,1,434.87,434.87,"Monday, February 3, 2020",jam.adm@gmail.com
100077511,2450,1000738,Open,Delayed,1,1,48.65,48.65,"Thursday, December 26, 2019",henry.jill@gmail.com
100079802,2460,1000738,Open,Delayed,1,1,406.82,406.82,"Thursday, October 31, 2019",dinesh.henry@gmail.com
100082741,2470,1000738,Open,Delayed,1,1,789.71,789.71,"Monday, October 14, 2019",henry.ganta@gmail.com
100085003,2480,1000738,Open,Delayed,1,1,6740.7,6740.7,"Monday, January 20, 2020",henry.lot@gmail.com
100087608,2490,1000738,Open,Delayed,1,1,56.52,56.52,"Thursday, December 19, 2019",henry.even@gmail.com
100087664,2500,1000738,Open,Delayed,1,1,64.52,64.52,"Tuesday, September 24, 2019",dinesh.ganta@gmail.com
100087664,2510,1000738,Open,Delayed,1,1,64.52,64.52,"Friday, October 11, 2019",adsad.adm@gmail.com
100087664,2520,1000738,Open,Delayed,1,1,70.98,70.98,"Monday, November 25, 2019",adam.jill@gmail.com
100087793,2530,1000738,Open,Delayed,1,1,20.79,20.79,"Friday, August 30, 2019",dinesh.venkata@gmail.com
100087794,2540,1000738,Open,Delayed,1,1,111.32,111.32,"Friday, January 17, 2020",shimha.ganta@gmail.com
100087794,2550,1000738,Open,Delayed,1,1,112.43,112.43,"Monday, February 17, 2020",king.lot@gmail.com
100087796,2560,1000738,Open,Delayed,1,1,38.87,38.87,"Monday, November 11, 2019",asdasd.even@gmail.com
1000893,2570,1000738,Open,Delayed,1,1,142.27,142.27,"Friday, August 16, 2019",dinesh.ganta@gmail.com
1000893,2580,1000738,Open,Delayed,1,1,142.27,142.27,"Wednesday, August 28, 2019",jam.adm@gmail.com
1000893,2590,1000738,Open,Delayed,1,1,142.27,142.27,"Monday, September 16, 2019",asd.jill@gmail.com
1000893,2600,1000738,Open,Delayed,1,1,142.27,142.27,"Friday, September 20, 2019",henry.venkata@gmail.com
1000893,2610,1000738,Open,Delayed,1,1,142.27,142.27,"Friday, October 4, 2019",shimha.ganta@gmail.com
1000893,2620,1000738,Open,Delayed,1,1,142.27,142.27,"Friday, October 18, 2019",king.lot@gmail.com
1000893,2630,1000738,Open,Delayed,1,1,142.27,142.27,"Friday, October 25, 2019",exhu.wdas@gmail.com
1000893,2640,1000738,Open,Delayed,1,1,142.27,142.27,"Monday, December 30, 2019",dinesh.ganta@gmail.com
1000893,2650,1000738,Open,Delayed,1,1,149.95,149.95,"Tuesday, January 14, 2020",jam.adm@gmail.com
1000893,2660,1000738,Open,Delayed,1,1,149.95,149.95,"Thursday, January 16, 2020",adam.jill@gmail.com
1000893,2670,1000738,Open,Delayed,1,1,142.27,142.27,"Monday, January 20, 2020",dinesh.venkata@gmail.com
1000893,2680,1000738,Open,Delayed,1,1,149.95,149.95,"Tuesday, January 21, 2020",shimha.ganta@gmail.com
1000893,2690,1000738,Open,Delayed,1,1,149.95,149.95,"Monday, February 10, 2020",king.lot@gmail.com
1000893,2700,1000738,Open,Delayed,1,1,149.95,149.95,"Tuesday, February 18, 2020",what.asd@gmail.com
1000893,2710,1000738,Open,Delayed,1,1,149.95,149.95,"Monday, March 16, 2020",dinesh.ganta@gmail.com
1000903,2720,1000738,Open,Delayed,1,1,312.8,312.8,"Wednesday, December 25, 2019",jam.adm@gmail.com
1000906,2730,1000738,Open,Delayed,1,1,310.34,310.34,"Friday, August 30, 2019",adam.jill@gmail.com
1000906,2740,1000738,Open,Delayed,1,1,310.34,310.34,"Tuesday, September 10, 2019",dinesh.venkata@gmail.com
1000906,2750,1000738,Open,Delayed,1,1,310.34,310.34,"Monday, December 9, 2019",shimha.ganta@gmail.com
1000909,2760,1000738,Open,Delayed,1,1,529.87,529.87,"Friday, August 9, 2019",king.lot@gmail.com
1000909,2770,1000738,Open,Delayed,1,1,529.87,529.87,"Friday, December 6, 2019",what.even@gmail.com
1000909,2780,1000738,Open,Delayed,1,1,529.87,529.87,"Friday, December 20, 2019",dinesh.ganta@gmail.com
1000909,2790,1000738,Open,Delayed,1,1,558.48,558.48,"Friday, February 28, 2020",casad.adm@gmail.com
100091737,2800,1000738,Open,Delayed,1,1,1005.25,1005.25,"Monday, January 13, 2020",adam.jill@gmail.com
1000919,2810,1000738,Open,Delayed,1,1,232.98,232.98,"Friday, November 22, 2019",dinesh.venkata@gmail.com
1000919,2820,1000738,Open,Delayed,1,1,232.98,232.98,"Friday, December 20, 2019",shimha.ganta@gmail.com
1000919,2830,1000738,Open,Delayed,1,1,232.98,232.98,"Monday, January 6, 2020",king.lot@gmail.com
100092524,2840,1000738,Open,Delayed,1,1,35.87,35.87,"Thursday, February 13, 2020",dinesh.ganta@gmail.com
1000948,2850,1000738,Open,Delayed,1,1,39.92,39.92,"Tuesday, September 10, 2019",jam.adm@gmail.com
1000962,2860,1000738,Open,Delayed,1,1,416.64,416.64,"Wednesday, August 7, 2019",adam.jill@gmail.com
1000962,2870,1000738,Open,Delayed,1,1,416.64,416.64,"Tuesday, September 10, 2019",dinesh.venkata@gmail.com
1000962,2880,1000738,Open,Delayed,1,1,439.14,439.14,"Monday, January 27, 2020",shimha.ganta@gmail.com
1000962,2890,1000738,Open,Delayed,1,1,439.14,439.14,"Monday, February 3, 2020",king.lot@gmail.com
1000962,2900,1000738,Open,Delayed,1,1,439.14,439.14,"Wednesday, March 11, 2020",what.even@gmail.com
1000969,2910,1000738,Open,Delayed,1,1,505.49,505.49,"Friday, September 27, 2019",dinesh.ganta@gmail.com
1000973,2920,1000738,Open,Delayed,1,1,229.32,229.32,"Friday, September 27, 2019",jam.adm@gmail.com
1000973,2930,1000738,Open,Delayed,1,1,229.32,229.32,"Friday, December 6, 2019",adam.jill@gmail.com
1001023,2940,1000738,Open,Delayed,1,1,33.54,33.54,"Friday, August 16, 2019",dinesh.venkata@gmail.com
1001024,2950,1000738,Open,Delayed,1,1,9.62,9.62,"Thursday, February 13, 2020",shimha.ganta@gmail.com
1001025,2960,1000738,Open,Delayed,1,1,225.28,225.28,"Friday, September 27, 2019",king.lot@gmail.com
1001051,2970,1000738,Open,Delayed,1,1,92.65,92.65,"Monday, February 3, 2020",what.even@gmail.com
1001059,2980,1000738,Open,Delayed,1,1,8.89,8.89,"Friday, August 2, 2019",dinesh.ganta@gmail.com
1001133,2990,1000738,Open,Delayed,1,1,84.08,84.08,"Friday, September 20, 2019",jam.adm@gmail.com
1001138,3000,1000738,Open,Delayed,1,1,21.04,21.04,"Monday, February 3, 2020",adam.jill@gmail.com
1001138,3010,1000738,Open,Delayed,1,1,21.04,21.04,"Monday, March 2, 2020",dinesh.venkata@gmail.com
1001154,3020,1000738,Open,Delayed,1,1,15.7,15.7,"Monday, January 13, 2020",shimha.ganta@gmail.com
1001154,3030,1000738,Open,Delayed,1,1,15.7,15.7,"Thursday, February 13, 2020",king.lot@gmail.com
1001162,3040,1000738,Open,Delayed,1,1,59.14,59.14,"Friday, February 7, 2020",what.even@gmail.com
1001162,3050,1000738,Open,Delayed,1,1,77.1,77.1,"Monday, March 2, 2020",dinesh.ganta@gmail.com
1001209,3060,1000738,Open,Delayed,1,1,528.94,528.94,"Tuesday, February 18, 2020",jam.adm@gmail.com
1001216,3070,1000738,Open,Delayed,1,1,21.41,21.41,"Thursday, December 19, 2019",adam.jill@gmail.com
1001404,3080,1000738,Open,Delayed,1,1,17.9,17.9,"Tuesday, February 18, 2020",dinesh.venkata@gmail.com
1001406,3090,1000738,Open,Delayed,1,1,54.5,54.5,"Tuesday, February 18, 2020",shimha.ganta@gmail.com
1001431,3100,1000738,Open,Delayed,1,1,456.16,456.16,"Wednesday, October 9, 2019",king.lot@gmail.com
1001431,3110,1000738,Open,Delayed,1,1,456.16,456.16,"Monday, February 10, 2020",what.even@gmail.com
1001441,3120,1000738,Open,Delayed,1,1,20.01,20.01,"Friday, November 8, 2019",dinesh.ganta@gmail.com
1001442,3130,1000738,Open,Delayed,1,1,126.85,126.85,"Friday, January 10, 2020",jam.adm@gmail.com
1001450,3140,1000738,Open,Delayed,1,1,17.19,17.19,"Monday, January 6, 2020",adam.jill@gmail.com
1001456,3150,1000738,Open,Delayed,1,1,222.7,222.7,"Friday, September 20, 2019",dinesh.venkata@gmail.com
1001703,3160,1000738,Open,Delayed,1,1,1069.14,1069.14,"Friday, January 24, 2020",shimha.ganta@gmail.com
1001703,3170,1000738,Open,Delayed,1,1,1056.1,1056.1,"Friday, February 14, 2020",king.lot@gmail.com
1001725,3180,1000738,Open,Delayed,1,1,54.24,54.24,"Wednesday, August 28, 2019",what.even@gmail.com
1001725,3190,1000738,Open,Delayed,1,1,54.24,54.24,"Tuesday, January 7, 2020",dinesh.ganta@gmail.com
1001855,3200,1000738,Open,Delayed,1,1,49.25,49.25,"Monday, December 23, 2019",jam.adm@gmail.com
1001855,3210,1000738,Open,Delayed,1,1,51.91,51.91,"Monday, January 13, 2020",adam.jill@gmail.com
1001857,3220,1000738,Open,Delayed,1,1,63,63,"Friday, March 6, 2020",dinesh.venkata@gmail.com
1002125,3230,1000738,Open,Delayed,1,1,449.25,449.25,"Thursday, October 24, 2019",shimha.ganta@gmail.com
1002174,3240,1000738,Open,Delayed,1,1,18.25,18.25,"Friday, November 22, 2019",king.lot@gmail.com
1002178,3250,1000738,Open,Delayed,1,1,237.82,237.82,"Friday, August 2, 2019",what.even@gmail.com
1002218,3260,1000738,Open,Delayed,1,1,29.54,29.54,"Friday, December 6, 2019",dinesh.ganta@gmail.com
1002365,3270,1000738,Open,Delayed,1,1,89.39,89.39,"Monday, March 2, 2020",jam.adm@gmail.com
1002370,3280,1000738,Open,Delayed,1,1,51.69,51.69,"Monday, September 23, 2019",adam.jill@gmail.com
1002370,3290,1000738,Open,Delayed,1,1,51.69,51.69,"Friday, November 8, 2019",dinesh.venkata@gmail.com
1002370,3300,1000738,Open,Delayed,1,1,51.69,51.69,"Friday, November 15, 2019",shimha.ganta@gmail.com
1002410,3310,1000738,Open,Delayed,1,1,152.99,152.99,"Monday, November 25, 2019",king.lot@gmail.com
1002410,3320,1000738,Open,Delayed,1,1,152.99,152.99,"Thursday, December 12, 2019",dinesh.ganta@gmail.com
1002482,3330,1000738,Open,Delayed,1,1,14.02,14.02,"Monday, January 6, 2020",jam.adm@gmail.com
1002551,3340,1000738,Open,Delayed,1,1,8.84,8.84,"Wednesday, August 28, 2019",adam.jill@gmail.com
1002707,3350,1000738,Open,Delayed,1,1,207.41,207.41,"Wednesday, August 7, 2019",henry.venkata@gmail.com
1002707,3360,1000738,Open,Delayed,1,1,207.41,207.41,"Wednesday, August 28, 2019",ads.ganta@gmail.com
1002707,3370,1000738,Open,Delayed,1,1,207.41,207.41,"Tuesday, September 10, 2019",king.lot@gmail.com
1002707,3380,1000738,Open,Delayed,1,1,207.41,207.41,"Friday, September 20, 2019",what.even@gmail.com
1002707,3390,1000738,Open,Delayed,1,1,207.41,207.41,"Friday, November 15, 2019",dinesh.ganta@gmail.com
1002707,3400,1000738,Open,Delayed,1,1,207.41,207.41,"Monday, November 18, 2019",jam.adm@gmail.com
1002707,3410,1000738,Open,Delayed,1,1,207.41,207.41,"Friday, November 22, 2019",henry.jill@gmail.com
1002707,3420,1000738,Open,Delayed,1,1,207.41,207.41,"Tuesday, December 17, 2019",dinesh.henry@gmail.com
1002707,3430,1000738,Open,Delayed,1,1,207.41,207.41,"Friday, December 20, 2019",henry.ganta@gmail.com
1002707,3440,1000738,Open,Delayed,1,1,207.41,207.41,"Monday, January 6, 2020",henry.lot@gmail.com
1002707,3450,1000738,Open,Delayed,1,1,207.41,207.41,"Saturday, January 25, 2020",henry.even@gmail.com
